patient,question_number,question,route_v2,route_v3,expected_sources,v2_sources,v3_sources,sources_lost_in_v3,sources_added_in_v3,v2_precision,v3_precision,v2_recall,v3_recall,v2_answer_score,v3_answer_score,v2_tokens,v3_tokens,diagnosed_failure_reason
SYN-CSM-002,17,Does the evidence justify describing the reaction as severe anaphylaxis?,exact_source,exact_source,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""True"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""df43e673-2678-44ab-86ee-2016f737e9cd""]","[""160cd306-2715-4bc0-bb66-168979a922e5"", ""28db4b51-67c3-414a-a3a3-3e924c985a4c"", ""3342ad74-fe44-4aee-a72e-81ce2b8a979a"", ""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""408bf167-2939-429a-bb9a-1e636e81663a"", ""44febe2a-d78d-475b-80e4-90ec2d2179a9"", ""6380a473-ff27-48a6-88fb-507eab7c0870"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""6fcea49c-4ee2-4166-93db-982c100f3232"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""932962db-18db-4e8d-8e98-19525df0629a"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""b29a2bb5-7d1d-4731-b714-6203d0d4b3b1"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""e25767af-00d0-4d6e-b3ce-2e327cf2b194"", ""ea22f61d-c434-4ab6-a7c3-2b6b6925ebd2"", ""f7ec5120-23f9-45d3-bc0c-f31f0b8b7c1e""]","[""160cd306-2715-4bc0-bb66-168979a922e5"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9311b153-e6bf-4875-9eb2-edeec723d1b1"", ""98402931-401e-44e9-8d6e-0fbde7f989fc"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac"", ""d986c6c9-ebaa-4304-a4c3-a1d9d8577b5a""]","[""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099""]","[""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9311b153-e6bf-4875-9eb2-edeec723d1b1"", ""98402931-401e-44e9-8d6e-0fbde7f989fc"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac"", ""d986c6c9-ebaa-4304-a4c3-a1d9d8577b5a""]",0.1111111111111111,0.0,0.4,0.0,0.0,0.0,3110,3209,OVER_PRUNING|MISSING_EVIDENCE_FALLBACK|INSUFFICIENT_LINEAGE: lost_expected=2; v2_recall=0.400000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-002,18,What changed in the allergy state from 11 February to 20 February?,temporal_state,temporal_state,"[""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""862e42ef-ef0f-45c8-914f-bb85f145a2ae"", ""9311b153-e6bf-4875-9eb2-edeec723d1b1"", ""98402931-401e-44e9-8d6e-0fbde7f989fc"", ""aa836cec-1a9e-4c3b-a670-d260c01136a5"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""df43e673-2678-44ab-86ee-2016f737e9cd"", ""f7ec5120-23f9-45d3-bc0c-f31f0b8b7c1e""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]",[],[],0.0,0.0,0.0,0.0,0.0,0.0,2836,2289,TEMPORAL_ERROR: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-002,19,Which retrieved documents are redundant for the NKDA claim?,state_first,state_first,"[""862e42ef-ef0f-45c8-914f-bb85f145a2ae"", ""9311b153-e6bf-4875-9eb2-edeec723d1b1"", ""98402931-401e-44e9-8d6e-0fbde7f989fc"", ""f7ec5120-23f9-45d3-bc0c-f31f0b8b7c1e""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]",[],[],0.0,0.0,0.0,0.0,0.0,0.0,2945,2590,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-002,20,Summarize the allergy reconciliation with citations and calibrated confidence.,hybrid_state_evidence,hybrid_state_evidence,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""862e42ef-ef0f-45c8-914f-bb85f145a2ae"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""9311b153-e6bf-4875-9eb2-edeec723d1b1"", ""98402931-401e-44e9-8d6e-0fbde7f989fc"", ""aa836cec-1a9e-4c3b-a670-d260c01136a5"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""df43e673-2678-44ab-86ee-2016f737e9cd"", ""f7ec5120-23f9-45d3-bc0c-f31f0b8b7c1e""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]",[],[],0.0,0.0,0.0,0.0,0.0,0.0,3326,2525,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-003,1,What cardiovascular condition and medicines are active at baseline?,state_first,state_first,"[""2e5d3648-597e-411c-b723-855519bef763"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""b0d44139-ad1c-4e92-9234-77dcd2670020""]","[""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78"", ""ea919ae5-2472-4ef6-85a9-e626199b7157""]","[""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b""]",[],"[""5a6b266b-39ea-4979-9d99-067d4a79eadc""]",0.375,0.5,0.5,0.5,0.2222222222222222,0.2222222222222222,2821,2398,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.500000; v3_recall=0.500000; v2_answer=0.222222; v3_answer=0.222222
SYN-CSM-003,2,What was the baseline resting heart rate?,state_first,state_first,"[""2e5d3648-597e-411c-b723-855519bef763"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""b0d44139-ad1c-4e92-9234-77dcd2670020""]","[""145a1a47-3231-43a9-8d23-24880122e956"", ""2eb49637-d46b-497e-9788-29ddb867d3bc"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""dde77447-7e75-4eed-96b6-133e1d7bcc76"", ""ea919ae5-2472-4ef6-85a9-e626199b7157""]","[""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b""]",[],"[""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc""]",0.125,0.16666666666666666,0.25,0.25,0.6666666666666666,0.6666666666666666,2474,2076,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.250000; v3_recall=0.250000; v2_answer=0.666667; v3_answer=0.666667
SYN-CSM-003,3,What changed on 8 April compared with baseline?,temporal_state,temporal_state,"[""2e5d3648-597e-411c-b723-855519bef763"", ""3b2423e5-90d3-4fd0-8c34-b3ce66384bfc"", ""6848f914-7c9f-46e8-b100-f5f03b1a3825"", ""b0d44139-ad1c-4e92-9234-77dcd2670020""]","[""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17"", ""145a1a47-3231-43a9-8d23-24880122e956"", ""2eb49637-d46b-497e-9788-29ddb867d3bc"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78"", ""c841df57-92ee-483d-9468-72d67a2bb245"", ""dde77447-7e75-4eed-96b6-133e1d7bcc76"", ""ea919ae5-2472-4ef6-85a9-e626199b7157""]","[""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b""]",[],"[""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b""]",0.0,0.0,0.0,0.0,0.0,0.0,2980,2078,TEMPORAL_ERROR: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-003,4,What clinician-directed treatment change was recorded on 9 April?,temporal_state,temporal_state,"[""1168f26a-2c89-4a9b-b0cb-df66c398b14c"", ""2e5d3648-597e-411c-b723-855519bef763"", ""b0d44139-ad1c-4e92-9234-77dcd2670020"", ""b3f88a6b-d276-4fb3-98c2-e0720df56ade""]","[""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17"", ""145a1a47-3231-43a9-8d23-24880122e956"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""c841df57-92ee-483d-9468-72d67a2bb245"", ""dde77447-7e75-4eed-96b6-133e1d7bcc76""]","[""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30""]",[],"[""5c05a6f5-73c3-40ce-b489-9e78826d7e30""]",0.0,0.0,0.0,0.0,0.0,0.0,2559,2068,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-003,5,"Before follow-up data existed, what should the treatment-response state be?",high_risk_review,high_risk_review,"[""1168f26a-2c89-4a9b-b0cb-df66c398b14c"", ""b3f88a6b-d276-4fb3-98c2-e0720df56ade""]","[""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""a3b3e29c-c9d4-400e-ad81-3062d9c90bda"", ""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78"", ""c841df57-92ee-483d-9468-72d67a2bb245"", ""dde77447-7e75-4eed-96b6-133e1d7bcc76""]","[""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""c841df57-92ee-483d-9468-72d67a2bb245""]",[],"[""5c05a6f5-73c3-40ce-b489-9e78826d7e30""]",0.0,0.0,0.0,0.0,0.0,0.0,2537,2495,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-003,6,Which note arrived on 12 April but describes an event on 2 April?,temporal_state,temporal_state,"[""145a1a47-3231-43a9-8d23-24880122e956"", ""794e0df8-a91c-4368-91ca-26302a4693e7"", ""b49068f1-f11d-4e17-98fe-3fe15e5d43fe""]","[""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17"", ""145a1a47-3231-43a9-8d23-24880122e956"", ""2eb49637-d46b-497e-9788-29ddb867d3bc"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78"", ""c841df57-92ee-483d-9468-72d67a2bb245"", ""dde77447-7e75-4eed-96b6-133e1d7bcc76""]","[""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17"", ""145a1a47-3231-43a9-8d23-24880122e956"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b""]",[],"[""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30""]",0.1,0.14285714285714285,0.25,0.25,0.0,0.25,2612,2268,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.250000; v3_recall=0.250000; v2_answer=0.000000; v3_answer=0.250000
SYN-CSM-003,7,What rare detail is available only from raw evidence?,exact_source,exact_source,"[""2e5d3648-597e-411c-b723-855519bef763"", ""794e0df8-a91c-4368-91ca-26302a4693e7"", ""b0d44139-ad1c-4e92-9234-77dcd2670020"", ""b49068f1-f11d-4e17-98fe-3fe15e5d43fe""]","[""096b4cd5-8eab-4982-afb8-0265219546aa"", ""145a1a47-3231-43a9-8d23-24880122e956"", ""1f1d0a8d-f37f-4c47-bd63-cec1051ff516"", ""2e5d3648-597e-411c-b723-855519bef763"", ""2eb49637-d46b-497e-9788-29ddb867d3bc"", ""33ae8597-1f13-4a6a-a6f8-57cefd522827"", ""4aea8fe9-8a1a-4ebe-b7e0-b6a6e28ec65e"", ""5b4c72f3-f09c-4378-b805-423a7fb2fed7"", ""64fd2cdf-2421-4253-b2a8-054e1f180d48"", ""6544a8d3-6da0-45d9-8181-dcb02d5c7c4e"", ""6848f914-7c9f-46e8-b100-f5f03b1a3825"", ""a11ffead-3d4b-4245-a613-e72d5a8c43cb"", ""b3eb3e0e-326f-4de4-91dd-81b5f76e84f8"", ""b3f88a6b-d276-4fb3-98c2-e0720df56ade"", ""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78"", ""b96d8fa2-66c3-41dc-9f29-a63e83e5c615"", ""c10d6a57-20c0-4d09-bd1e-2b8903378f4c"", ""ff37d9b2-7b8b-4159-be69-861b706b8cbc""]","[""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17"", ""145a1a47-3231-43a9-8d23-24880122e956"", ""2eb49637-d46b-497e-9788-29ddb867d3bc"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""a3b3e29c-c9d4-400e-ad81-3062d9c90bda"", ""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78"", ""c841df57-92ee-483d-9468-72d67a2bb245""]","[""2e5d3648-597e-411c-b723-855519bef763""]","[""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""a3b3e29c-c9d4-400e-ad81-3062d9c90bda"", ""c841df57-92ee-483d-9468-72d67a2bb245""]",0.05555555555555555,0.0,0.2,0.0,0.0,0.0,2824,2944,OVER_PRUNING|MISSING_EVIDENCE_FALLBACK|INSUFFICIENT_LINEAGE: lost_expected=1; v2_recall=0.200000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-003,8,Should the retracted syncope statement influence the current follow-up priority?,temporal_state,decision_state,"[""096b4cd5-8eab-4982-afb8-0265219546aa"", ""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17"", ""bd52d72e-42e5-4bc0-8fc4-f2ab9ba3d838""]","[""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17"", ""145a1a47-3231-43a9-8d23-24880122e956"", ""2eb49637-d46b-497e-9788-29ddb867d3bc"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""a3b3e29c-c9d4-400e-ad81-3062d9c90bda"", ""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78"", ""c841df57-92ee-483d-9468-72d67a2bb245"", ""dde77447-7e75-4eed-96b6-133e1d7bcc76""]","[""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78""]",[],"[""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30""]",0.1,0.14285714285714285,0.25,0.25,0.8,0.8,2867,2387,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.250000; v3_recall=0.250000; v2_answer=0.800000; v3_answer=0.800000
SYN-CSM-003,9,What does the 22 April follow-up show?,temporal_state,temporal_state,"[""7150c3ef-7db1-4ff9-8b4b-2916508588db"", ""b3eb3e0e-326f-4de4-91dd-81b5f76e84f8""]","[""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17"", ""145a1a47-3231-43a9-8d23-24880122e956"", ""2eb49637-d46b-497e-9788-29ddb867d3bc"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""64fd2cdf-2421-4253-b2a8-054e1f180d48"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""a3b3e29c-c9d4-400e-ad81-3062d9c90bda"", ""b3eb3e0e-326f-4de4-91dd-81b5f76e84f8"", ""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78"", ""c10d6a57-20c0-4d09-bd1e-2b8903378f4c"", ""c841df57-92ee-483d-9468-72d67a2bb245""]","[""2eb49637-d46b-497e-9788-29ddb867d3bc"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b""]","[""b3eb3e0e-326f-4de4-91dd-81b5f76e84f8""]","[""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc""]",0.08333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,3036,2103,OVER_PRUNING|INSUFFICIENT_LINEAGE|TEMPORAL_ERROR: lost_expected=1; v2_recall=0.333333; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-003,10,How should the treatment-response state change after 22 April?,high_risk_review,high_risk_review,"[""1168f26a-2c89-4a9b-b0cb-df66c398b14c"", ""7150c3ef-7db1-4ff9-8b4b-2916508588db"", ""b3eb3e0e-326f-4de4-91dd-81b5f76e84f8"", ""b3f88a6b-d276-4fb3-98c2-e0720df56ade""]","[""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17"", ""145a1a47-3231-43a9-8d23-24880122e956"", ""2eb49637-d46b-497e-9788-29ddb867d3bc"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""a3b3e29c-c9d4-400e-ad81-3062d9c90bda"", ""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78"", ""c841df57-92ee-483d-9468-72d67a2bb245"", ""dde77447-7e75-4eed-96b6-133e1d7bcc76""]","[""2eb49637-d46b-497e-9788-29ddb867d3bc"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""c841df57-92ee-483d-9468-72d67a2bb245""]",[],"[""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30""]",0.0,0.0,0.0,0.0,0.0,0.0,2674,2669,TEMPORAL_ERROR|CORRECTION_ERROR: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-003,11,Which states depend on the rate-control state?,dependency_state,dependency_state,"[""1168f26a-2c89-4a9b-b0cb-df66c398b14c"", ""3b2423e5-90d3-4fd0-8c34-b3ce66384bfc"", ""6848f914-7c9f-46e8-b100-f5f03b1a3825"", ""7150c3ef-7db1-4ff9-8b4b-2916508588db"", ""b3eb3e0e-326f-4de4-91dd-81b5f76e84f8"", ""b3f88a6b-d276-4fb3-98c2-e0720df56ade""]","[""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17"", ""145a1a47-3231-43a9-8d23-24880122e956"", ""2eb49637-d46b-497e-9788-29ddb867d3bc"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""78d14e72-cdd1-4822-8b6c-e3300c0baf2b"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78"", ""c841df57-92ee-483d-9468-72d67a2bb245"", ""dde77447-7e75-4eed-96b6-133e1d7bcc76""]","[""2eb49637-d46b-497e-9788-29ddb867d3bc"", ""2fb589b0-57c2-4fe2-8a67-45b2971965b0"", ""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""c841df57-92ee-483d-9468-72d67a2bb245""]",[],"[""4e13f76b-deab-47b5-94a0-d13b01eea584"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5a6b266b-39ea-4979-9d99-067d4a79eadc""]",0.0,0.0,0.0,0.0,0.0,0.0,2770,2927,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
